gene	n_pairs_any	n_variants_any	median_tumor_AF	median_tumor_DP	median_normal_AF	median_normal_DP	pairs_any	caution_reason_symbol	n_pairs_high	n_high	n_pairs_moderate	n_moderate	n_pairs_low	n_low	n_pairs_modifier	n_modifier	n_pairs_low_splice_region	n_low_splice_region	n_pairs_functional_strict	n_functional_strict	n_pairs_functional_extended	n_functional_extended	has_symbol_caution	caution_reason_data	caution_reason	has_caution_flag	unbiased_somatic_gene_score	unbiased_somatic_gene_score_caution_adjusted
LRRC58	1	1	0.087	46.0	0.036	36.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRRK1	2	3	0.191	264.0	0.012	136.0	candidate_kenya_pair_006,candidate_kenya_pair_012	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
LRRTM3	1	1	0.119	228.0	0.009617	163.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LRTM2	1	1	0.102	225.0	0.006608	202.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LXN	1	1	0.128	52.0	0.049	28.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
LZTS3	2	2	0.0745	73.5	0.044	28.5	candidate_kenya_pair_020,candidate_kenya_pair_021	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MACO1	1	1	0.058	85.0	0.03	52.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAD2L2	3	3	0.091	72.0	0.032	51.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_008	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MAGEA12	1	1	0.036	163.0	0.019	80.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAGEA4	1	1	0.128	217.0	0.017	68.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAGEB1	2	2	0.2005	192.5	0.0498245	165.5	candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAGEC3	1	1	0.98	73.0	0.031	45.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAGI1	3	3	0.07	103.0	0.024	63.0	candidate_kenya_pair_005,candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MALRD1	2	2	0.08349999999999999	75.5	0.032	46.5	candidate_kenya_pair_003,candidate_kenya_pair_004	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAMDC2	2	2	0.26	88.5	0.0545	70.0	candidate_kenya_pair_013,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAML2	1	1	0.065	63.0	0.045	27.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAML3	1	1	0.053	375.0	0.008327	186.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAN1A1	2	2	0.2065	97.0	0.0167595	102.5	candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAN1B1	2	2	0.0725	78.0	0.040999999999999995	47.5	candidate_kenya_pair_008,candidate_kenya_pair_017	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MANBA	1	1	0.044	281.0	0.009435	187.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAP1B	3	3	0.133	53.0	0.04	36.0	candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_011	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MAP2K3	4	7	0.261	75.0	0.034	45.0	candidate_kenya_pair_004,candidate_kenya_pair_006,candidate_kenya_pair_017,candidate_kenya_pair_020	.	0	0	1	1	0	0	3	6	0	0	1	1	1	1	False	.	.	False	6	6
MAP3K1	1	1	0.301	122.0	0.045	31.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAP3K7	2	3	0.1	56.0	0.038	35.0	candidate_kenya_pair_001,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	2	0	0	1	1	1	1	False	.	.	False	6	6
MAP3K9	1	1	0.043	151.0	0.018	81.0	candidate_kenya_pair_020	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAP7D1	3	3	0.06	101.0	0.031	42.0	candidate_kenya_pair_003,candidate_kenya_pair_008,candidate_kenya_pair_009	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAPK12	1	1	0.052	125.0	0.025	60.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAPK3	1	1	0.048	104.0	0.027	47.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAPK4	1	2	0.0735	64.5	0.051000000000000004	29.5	candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MAPK6	1	1	0.13	39.0	0.043	36.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MAPRE3	1	1	0.18	191.0	0.036	77.0	candidate_kenya_pair_010	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MARC2	1	1	0.198	159.0	0.029	55.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MARVELD1	1	1	0.041	349.0	0.012	122.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MATN1	1	1	0.398	266.0	0.012	123.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MBD1	1	1	0.607	83.0	0.017	76.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MCAM	1	1	0.083	72.0	0.047	30.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MCC	1	2	0.039	201.0	0.017	89.5	candidate_kenya_pair_010	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MCM5	1	1	0.035	251.0	0.015	97.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MCM9	1	1	0.295	64.0	0.022	64.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MDGA2	3	3	0.099	80.0	0.031	36.0	candidate_kenya_pair_007,candidate_kenya_pair_010,candidate_kenya_pair_014	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MED10	3	3	0.06	78.0	0.024	62.0	candidate_kenya_pair_004,candidate_kenya_pair_008,candidate_kenya_pair_015	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MED13L	2	2	0.1885	49.5	0.0625	34.5	candidate_kenya_pair_004,candidate_kenya_pair_012	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MED25	1	1	0.078	53.0	0.052	25.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MEDAG	1	1	0.102	58.0	0.03	44.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MEI1	3	3	0.097	203.0	0.013	119.0	candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_013	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MEIOC	2	2	0.257	92.5	0.0485	45.5	candidate_kenya_pair_014,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MEN1	1	1	0.052	85.0	0.02	58.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MEPCE	1	1	0.05	114.0	0.018	67.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
METTL2A	4	4	0.1785	153.0	0.033	43.0	candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_012,candidate_kenya_pair_015	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
MFGE8	2	2	0.0545	137.0	0.016	98.5	candidate_kenya_pair_010,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MFN1	1	1	0.294	52.0	0.019	68.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MFSD11	1	1	0.114	109.0	0.036	41.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MFSD12	1	1	0.07	86.0	0.016	75.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MFSD14A	1	2	0.10250000000000001	62.0	0.046	31.5	candidate_kenya_pair_010	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MIER2	1	1	0.088	52.0	0.035	37.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MINDY4	1	1	0.988	116.0	0.017	81.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MINK1	3	4	0.0845	86.5	0.0455	40.0	candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	3	0	0	1	1	1	1	False	.	.	False	6	6
MIOS	1	1	0.047	192.0	0.008417	184.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MKX	2	2	0.098	108.5	0.025205500000000002	104.0	candidate_kenya_pair_011,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MLH1	1	1	0.06	108.0	0.016	91.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MLLT1	1	1	0.119	136.0	0.017	94.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MLXIPL	1	1	0.392	16.0	0.097	12.0	candidate_kenya_pair_016	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MMAB	2	2	0.554	57.5	0.0395	38.0	candidate_kenya_pair_006,candidate_kenya_pair_009	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MNS1	1	1	0.045	142.0	0.028	55.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MOCS1	4	4	0.136	64.5	0.0365	39.0	candidate_kenya_pair_001,candidate_kenya_pair_006,candidate_kenya_pair_011,candidate_kenya_pair_013	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
MOGAT2	1	1	0.06	144.0	0.022	75.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MOGS	1	1	0.043	175.0	0.015	93.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MORC4	1	1	0.285	256.0	0.019	235.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MORN3	1	1	0.174	90.0	0.012	104.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MOSPD1	1	1	0.12	83.0	0.043	33.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MPND	2	2	0.073	143.0	0.026	63.0	candidate_kenya_pair_003,candidate_kenya_pair_005	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MPO	1	1	0.037	159.0	0.019	78.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MPZL1	4	4	0.275	82.5	0.0365	33.0	candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_015,candidate_kenya_pair_020	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
MREG	1	1	0.074	53.0	0.052	26.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MRGPRX2	1	1	0.97	101.0	0.025	56.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MROH1	3	4	0.272	108.5	0.036500000000000005	39.0	candidate_kenya_pair_003,candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
MROH8	3	3	0.073	86.0	0.042	33.0	candidate_kenya_pair_006,candidate_kenya_pair_015,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MRPL55	1	1	0.057	101.0	0.015	93.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MRPS11	1	1	0.033	219.0	0.006936	203.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MRPS18A	2	2	0.1245	84.0	0.0305	47.5	candidate_kenya_pair_006,candidate_kenya_pair_012	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MRPS22	1	1	0.979	161.0	0.019	87.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MRPS28	2	2	0.153	79.0	0.0395	68.0	candidate_kenya_pair_013,candidate_kenya_pair_014	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MRPS9	2	2	0.1605	27.5	0.067	20.0	candidate_kenya_pair_002,candidate_kenya_pair_019	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MRRF	1	1	0.07	88.0	0.03	43.0	candidate_kenya_pair_020	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MRTO4	2	3	0.266	161.0	0.015	169.0	candidate_kenya_pair_012,candidate_kenya_pair_013	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MS4A14	1	1	0.147	45.0	0.029	42.0	candidate_kenya_pair_012	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MSANTD3	1	1	0.166	29.0	0.06	19.0	candidate_kenya_pair_018	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MSH2	1	2	0.1215	114.5	0.0325	52.5	candidate_kenya_pair_007	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MSH3	1	1	0.045	178.0	0.017	92.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MSL2	5	5	0.088	56.0	0.048	21.0	candidate_kenya_pair_004,candidate_kenya_pair_007,candidate_kenya_pair_011,candidate_kenya_pair_012,candidate_kenya_pair_015	.	0	0	1	1	0	0	4	4	0	0	1	1	1	1	False	.	.	False	6	6
MSMB	1	1	0.057	108.0	0.031	49.0	candidate_kenya_pair_015	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MST1	1	1	0.057	223.0	0.008287	174.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MTA1	3	3	0.075	68.0	0.038	28.0	candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MTFR2	1	1	0.125	56.0	0.053	27.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MTHFD1	2	3	0.097	73.0	0.022	64.0	candidate_kenya_pair_013,candidate_kenya_pair_019	.	0	0	1	1	1	1	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MTMR8	2	3	0.079	74.0	0.039	37.0	candidate_kenya_pair_013,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	2	0	0	1	1	1	1	False	.	.	False	6	6
MTNR1A	1	1	0.045	201.0	0.006601	231.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MTREX	1	1	0.06	86.0	0.033	48.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MTSS2	2	2	0.082	115.5	0.0235	78.0	candidate_kenya_pair_007,candidate_kenya_pair_011	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MTX3	1	1	0.146	46.0	0.028	54.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MXRA5	2	3	0.41	276.0	0.008143	180.0	candidate_kenya_pair_006,candidate_kenya_pair_007	.	0	0	1	1	1	2	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MYBL1	2	2	0.0985	64.5	0.046	43.0	candidate_kenya_pair_013,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MYBPC2	2	2	0.08349999999999999	78.0	0.0395	42.0	candidate_kenya_pair_014,candidate_kenya_pair_018	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MYBPC3	4	5	0.065	83.0	0.036	33.0	candidate_kenya_pair_003,candidate_kenya_pair_005,candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	3	4	0	0	1	1	1	1	False	.	.	False	6	6
MYH13	3	3	0.076	51.0	0.047	25.0	candidate_kenya_pair_005,candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MYH4	1	1	0.435	103.0	0.024	125.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MYH7	2	2	0.1105	152.0	0.015672	112.0	candidate_kenya_pair_005,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
MYL6	1	1	0.133	231.0	0.013	124.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MYO15A	3	3	0.148	33.0	0.059	19.0	candidate_kenya_pair_008,candidate_kenya_pair_010,candidate_kenya_pair_020	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MYO15B	3	4	0.068	162.5	0.0175	87.0	candidate_kenya_pair_015,candidate_kenya_pair_020,candidate_kenya_pair_021	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
MYO16	1	1	0.154	35.0	0.023	66.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MYO1C	3	3	0.062	123.0	0.022	63.0	candidate_kenya_pair_007,candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MYO1F	2	3	0.099	74.0	0.05	29.0	candidate_kenya_pair_001,candidate_kenya_pair_007	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
MYORG	1	1	0.048	131.0	0.021	69.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
MYRFL	2	2	0.589	96.5	0.021500000000000002	81.0	candidate_kenya_pair_006,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NAALADL1	1	1	0.053	195.0	0.008189	174.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NAALADL2	3	3	0.089	48.0	0.038	31.0	candidate_kenya_pair_017,candidate_kenya_pair_019,candidate_kenya_pair_021	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
NADSYN1	1	1	0.328	197.0	0.017	94.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NAF1	1	1	0.111	41.0	0.053	28.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NAGPA	1	1	0.078	67.0	0.019	70.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NAP1L5	1	1	0.052	288.0	0.006858	228.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NAT14	1	1	0.23	14.0	0.075	16.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NBN	2	2	0.145	69.0	0.049	42.0	candidate_kenya_pair_009,candidate_kenya_pair_013	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NBPF11	3	8	0.225	52.5	0.037	36.5	candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_017	.	0	0	1	1	0	0	3	7	0	0	1	1	1	1	False	.	.	False	6	6
NBPF20	6	9	0.25	31.0	0.067	26.0	candidate_kenya_pair_006,candidate_kenya_pair_009,candidate_kenya_pair_010,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_021	.	0	0	1	1	0	0	5	8	0	0	1	1	1	1	False	.	.	False	6	6
NBPF26	4	4	0.3025	42.0	0.059	22.0	candidate_kenya_pair_006,candidate_kenya_pair_010,candidate_kenya_pair_016,candidate_kenya_pair_018	.	0	0	1	1	0	0	3	3	0	0	1	1	1	1	False	.	.	False	6	6
NBPF3	1	1	0.082	130.0	0.011	141.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NBPF6	1	1	0.99	341.0	0.008697	183.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NBPF9	3	7	0.177	56.0	0.036	39.0	candidate_kenya_pair_002,candidate_kenya_pair_006,candidate_kenya_pair_017	.	0	0	1	1	1	1	3	5	0	0	1	1	1	1	False	.	.	False	6	6
NCKAP1L	2	2	0.08299999999999999	86.5	0.031	51.5	candidate_kenya_pair_014,candidate_kenya_pair_015	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NCKAP5L	1	2	0.1295	39.5	0.0705	15.5	candidate_kenya_pair_001	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NCOA3	1	1	0.087	71.0	0.067	18.0	candidate_kenya_pair_009	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NCOR1	1	1	0.083	74.0	0.05	31.0	candidate_kenya_pair_001	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NCS1	1	1	0.067	108.0	0.021	57.0	candidate_kenya_pair_019	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFA5	1	1	0.128	40.0	0.045	29.0	candidate_kenya_pair_020	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFAF6	1	1	0.081	58.0	0.03	52.0	candidate_kenya_pair_014	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFB10	1	1	0.03	352.0	0.019	155.0	candidate_kenya_pair_005	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFB7	1	1	0.032	258.0	0.013	117.0	candidate_kenya_pair_020	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFB8	1	1	0.079	140.0	0.035	39.0	candidate_kenya_pair_003	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NDUFC2	1	1	0.052	111.0	0.029	50.0	candidate_kenya_pair_007	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NEFH	1	1	0.049	135.0	0.037	38.0	candidate_kenya_pair_021	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NEO1	1	1	0.229	364.0	0.009526	330.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NEURL1	2	2	0.1945	181.0	0.023174	105.0	candidate_kenya_pair_003,candidate_kenya_pair_020	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NFASC	9	9	0.13	69.0	0.041	29.0	candidate_kenya_pair_004,candidate_kenya_pair_005,candidate_kenya_pair_006,candidate_kenya_pair_007,candidate_kenya_pair_008,candidate_kenya_pair_009,candidate_kenya_pair_013,candidate_kenya_pair_015,candidate_kenya_pair_020	.	0	0	1	1	0	0	8	8	0	0	1	1	1	1	False	.	.	False	6	6
NFE2L3	1	1	0.071	67.0	0.042	36.0	candidate_kenya_pair_006	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NFRKB	1	1	0.099	40.0	0.063	20.0	candidate_kenya_pair_004	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
NHS	1	2	0.119	262.5	0.0128445	155.5	candidate_kenya_pair_007	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NIBAN2	2	2	0.10200000000000001	52.0	0.0285	52.0	candidate_kenya_pair_004,candidate_kenya_pair_008	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NIPAL1	3	3	0.088	51.0	0.043	33.0	candidate_kenya_pair_002,candidate_kenya_pair_006,candidate_kenya_pair_019	.	0	0	1	1	0	0	2	2	0	0	1	1	1	1	False	.	.	False	6	6
NKTR	2	2	0.106	41.0	0.058	36.0	candidate_kenya_pair_008,candidate_kenya_pair_010	.	0	0	1	1	0	0	1	1	0	0	1	1	1	1	False	.	.	False	6	6
NLGN2	1	1	0.084	419.0	0.002358	665.0	candidate_kenya_pair_013	.	0	0	1	1	0	0	0	0	0	0	1	1	1	1	False	.	.	False	6	6
